date,time,cycle,symbol,direction,grade,state,score,entry_type,time_window,price,entry,stop,t1,rr,orh,orl,vwap,ema8,ema20,confirmers,traps,note,rejects
2026-05-22,16:55:07,2,USAR,long,Skip,AVOID,0,,POST_1300_RESTRICTED,25.28,,,,,26.65,24.6,25.8,25.35,25.48,0,5,LONG — structural fail,dead stock: volume decayed >60% | price not above VWAP | VWAP falling — no long continuation | no ORH break — price still below ORH | EMA not actively widening (bullish)
2026-05-22,16:55:07,2,NVTS,long,Skip,AVOID,0,,POST_1300_RESTRICTED,29.26,,,,,26.51,24.41,28.1,29.11,29.08,0,3,LONG — structural fail,"15m lower low after OR (bullish structure broken) | EMA chop | two-tap top — wait for 2 full closes above zone | Fade risk: 3 conditions active (L1_donchian_stall, L2_two_tap_top, L10_mature_breakout) | 10:30+ strict mode (1/6 conditions fail): Donchian upper not rising"
2026-05-22,16:55:07,2,BITI,long,Skip,AVOID,0,,POST_1300_RESTRICTED,23.06,,,,,22.67,22.6,22.83,23.03,22.95,0,4,LONG — structural fail,dead stock: volume decayed >60% | VWAP flat — no long continuation | 15m lower low after OR (bullish structure broken) | 15m close not near high (31% from top) | 15m large upper wick — seller pressure
2026-05-22,16:55:07,2,PBR,long,Skip,AVOID,0,,POST_1300_RESTRICTED,19.91,,,,,19.8,19.62,19.84,19.92,19.91,0,4,LONG — structural fail,VWAP flat — no long continuation | EMA not actively widening (bullish) | 15m lower low after OR (bullish structure broken) | 15m close not near high (55% from top) | 15m Supertrend RED — Gate 3 fail (no long)
2026-05-22,21:30:27,1,AHCO,short,Skip,AVOID,0,,POST_1300_RESTRICTED,10.45,,,,,10.55,10.46,10.45,10.43,10.43,0,5,SHORT — structural fail,avg volume below floor | price not below VWAP | VWAP rising — no short continuation | EMA not actively widening (bearish) | 15m higher high after OR (bearish structure broken)
2026-05-22,21:30:27,1,SAN,short,Skip,AVOID,0,,POST_1300_RESTRICTED,12.04,,,,,12.25,12.16,12.11,12.06,12.08,0,3,SHORT — structural fail,"dead stock: volume decayed >60% | VWAP flat — no short continuation | 15m higher high after OR (bearish structure broken) | Gate 5: ORL too close to nearest support — skip | Liquidity trap: 3 conditions active (B3_vwap_flat_or_rising, B8_directly_above_support, B10_mature_breakdown)"
2026-05-22,21:30:27,1,NU,short,Skip,AVOID,0,,POST_1300_RESTRICTED,12.71,,,,,13.26,13.05,12.88,12.74,12.77,0,2,SHORT — structural fail,"VWAP flat — no short continuation | EMA not actively widening (bearish) | 15m higher high after OR (bearish structure broken) | Gate 5: ORL too close to nearest support — skip | Liquidity trap: 2 conditions active (B3_vwap_flat_or_rising, B10_mature_breakdown)"
2026-05-22,21:30:27,1,CLBT,short,Skip,AVOID,0,,POST_1300_RESTRICTED,13.18,,,,,13.56,13.1,13.19,13.13,13.1,0,5,SHORT — structural fail,VWAP flat — no short continuation | no ORL break — price still above ORL | EMA not actively widening (bearish) | 15m higher high after OR (bearish structure broken) | 15m close not near low (72% > 30%)
2026-05-22,21:30:27,1,BKD,short,Skip,AVOID,0,,POST_1300_RESTRICTED,13.3,,,,,13.56,13.43,13.34,13.3,13.3,0,5,SHORT — structural fail,VWAP flat — no short continuation | EMA not actively widening (bearish) | 15m close not near low (30% > 30%) | EMA chop | two-tap bottom — wait for 2 full closes below zone
2026-05-22,21:30:27,1,SOFI,short,Skip,AVOID,0,,POST_1300_RESTRICTED,15.62,,,,,15.93,15.62,15.6,15.61,15.62,0,6,SHORT — structural fail,price not below VWAP | VWAP rising — no short continuation | EMA not actively widening (bearish) | 15m higher high after OR (bearish structure broken) | 15m close not near low (85% > 30%)
2026-05-22,21:30:27,1,NCLH,short,Skip,AVOID,0,,POST_1300_RESTRICTED,16.31,,,,,16.7,16.32,16.38,16.33,16.37,0,4,SHORT — structural fail,"VWAP flat — no short continuation | 15m higher high after OR (bearish structure broken) | 15m Supertrend GREEN — Gate 3 fail (no short) | Gate 5: ORL too close to nearest support — skip | Liquidity trap: 4 conditions active (B3_vwap_flat_or_rising, B4_green_vol_dominates, B8_directly_above_support, B10_mature_breakdown)"
2026-05-22,21:30:27,1,AEO,short,Skip,AVOID,0,,POST_1300_RESTRICTED,16.52,,,,,16.65,16.36,16.54,16.58,16.59,0,2,SHORT — structural fail,VWAP rising — no short continuation | no ORL break — price still above ORL | 15m higher high after OR (bearish structure broken) | 15m Supertrend GREEN — Gate 3 fail (no short) | EMA chop
2026-05-22,21:30:27,1,HIMS,short,Skip,AVOID,0,,POST_1300_RESTRICTED,23.72,,,,,24.52,23.99,23.91,23.6,23.6,0,5,SHORT — structural fail,VWAP flat — no short continuation | EMA not actively widening (bearish) | 15m close not near low (89% > 30%) | EMA chop | two-tap bottom — wait for 2 full closes below zone
2026-05-22,21:30:27,1,RDW,long,Skip,AVOID,0,,POST_1300_RESTRICTED,17.47,,,,,17.19,15.7,17.26,17.46,17.48,0,4,LONG — structural fail,dead stock: volume decayed >60% | VWAP flat — no long continuation | 15m lower low after OR (bullish structure broken) | 15m close not near high (65% from top) | two-tap top — wait for 2 full closes above zone
2026-05-22,21:30:27,1,ZETA,long,Skip,AVOID,0,,POST_1300_RESTRICTED,18.81,,,,,18.87,18.17,18.63,18.69,18.69,0,1,LONG — structural fail,VWAP flat — no long continuation | no ORH break — price still below ORH | 15m lower low after OR (bullish structure broken) | VWAP chop (alternating sides) | 10:30+ strict mode (1/6 conditions fail): VWAP loss in last 3 bars
2026-05-22,21:30:27,1,ELAN,long,Skip,AVOID,0,,POST_1300_RESTRICTED,21.72,,,,,21.53,21.3,21.72,21.77,21.75,0,5,LONG — structural fail,price not above VWAP | VWAP flat — no long continuation | 15m lower low after OR (bullish structure broken) | 15m close not near high (20% from top) | EMA chop
2026-05-22,21:30:27,1,ZTO,long,Skip,AVOID,0,,POST_1300_RESTRICTED,23.01,,,,,22.83,22.09,22.85,22.96,22.94,0,2,LONG — structural fail,"VWAP flat — no long continuation | EMA chop | Fade risk: 2 conditions active (L3_vwap_flat_or_falling, L10_mature_breakout)"
2026-05-22,21:30:27,1,CORZ,long,Skip,AVOID,0,,POST_1300_RESTRICTED,25.27,,,,,25.11,24.55,25.17,25.23,25.25,0,4,LONG — structural fail,VWAP flat — no long continuation | 15m lower low after OR (bullish structure broken) | VWAP chop (alternating sides) | EMA chop | violent sell-off candle — sellers overwhelmed long thesis
2026-05-22,21:30:27,1,ZIM,long,Skip,AVOID,0,,POST_1300_RESTRICTED,25.23,,,,,25.18,25.05,25.16,25.17,25.16,0,4,LONG — structural fail,avg volume below floor | VWAP flat — no long continuation | 15m lower low after OR (bullish structure broken) | 15m Supertrend RED — Gate 3 fail (no long) | VWAP chop (alternating sides)
2026-05-22,21:30:27,1,USAR,long,Skip,AVOID,0,,POST_1300_RESTRICTED,25.28,,,,,26.65,24.6,25.8,25.35,25.48,0,5,LONG — structural fail,dead stock: volume decayed >60% | price not above VWAP | VWAP falling — no long continuation | no ORH break — price still below ORH | 15m lower low after OR (bullish structure broken)
2026-05-22,21:30:27,1,NVTS,long,Skip,AVOID,0,,POST_1300_RESTRICTED,29.26,,,,,26.51,24.41,28.1,29.11,29.08,0,3,LONG — structural fail,"dead stock: volume decayed >60% | 15m lower low after OR (bullish structure broken) | EMA chop | two-tap top — wait for 2 full closes above zone | Fade risk: 3 conditions active (L1_donchian_stall, L2_two_tap_top, L10_mature_breakout)"
2026-05-22,21:30:27,1,BITI,long,Skip,AVOID,0,,POST_1300_RESTRICTED,23.06,,,,,22.67,22.6,22.83,23.03,22.95,0,4,LONG — structural fail,VWAP flat — no long continuation | 15m lower low after OR (bullish structure broken) | 15m close not near high (31% from top) | 15m large upper wick — seller pressure | two-tap top — wait for 2 full closes above zone
2026-05-22,21:30:27,1,PBR,long,Skip,AVOID,0,,POST_1300_RESTRICTED,19.91,,,,,19.8,19.62,19.84,19.92,19.91,0,4,LONG — structural fail,VWAP flat — no long continuation | 15m lower low after OR (bullish structure broken) | 15m close not near high (55% from top) | 15m Supertrend RED — Gate 3 fail (no long) | EMA chop
2026-05-22,21:48:39,1,AHCO,short,Skip,AVOID,0,,POST_1300_RESTRICTED,10.45,,,,,10.55,10.46,10.45,10.43,10.43,0,6,False,SHORT — structural fail,avg volume below floor | price not below VWAP | VWAP rising — no short continuation | EMA not actively widening (bearish) | 15m higher high after OR (bearish structure broken)
2026-05-22,21:48:39,1,SAN,short,Skip,AVOID,0,,POST_1300_RESTRICTED,12.04,,,,,12.25,12.16,12.11,12.06,12.08,0,3,False,SHORT — structural fail,"dead stock: volume decayed >60% | VWAP flat — no short continuation | 15m higher high after OR (bearish structure broken) | Gate 5: ORL too close to nearest support — skip | Liquidity trap: 3 conditions active (B3_vwap_flat_or_rising, B8_directly_above_support, B10_mature_breakdown)"
2026-05-22,21:48:39,1,NU,short,Skip,AVOID,0,,POST_1300_RESTRICTED,12.71,,,,,13.26,13.05,12.88,12.74,12.77,0,2,False,SHORT — structural fail,"VWAP flat — no short continuation | EMA not actively widening (bearish) | 15m higher high after OR (bearish structure broken) | Gate 5: ORL too close to nearest support — skip | Liquidity trap: 2 conditions active (B3_vwap_flat_or_rising, B10_mature_breakdown)"
2026-05-22,21:48:39,1,CLBT,short,Skip,AVOID,0,,POST_1300_RESTRICTED,13.18,,,,,13.56,13.1,13.19,13.13,13.1,0,5,False,SHORT — structural fail,VWAP flat — no short continuation | no ORL break — price still above ORL | EMA not actively widening (bearish) | 15m higher high after OR (bearish structure broken) | 15m close not near low (72% > 30%)
2026-05-22,21:48:39,1,BKD,short,Skip,AVOID,0,,POST_1300_RESTRICTED,13.3,,,,,13.56,13.43,13.34,13.3,13.3,0,5,False,SHORT — structural fail,VWAP flat — no short continuation | EMA not actively widening (bearish) | 15m close not near low (30% > 30%) | EMA chop | two-tap bottom — wait for 2 full closes below zone
2026-05-22,21:48:39,1,SOFI,short,Skip,AVOID,0,,POST_1300_RESTRICTED,15.62,,,,,15.93,15.62,15.6,15.61,15.62,0,6,False,SHORT — structural fail,price not below VWAP | VWAP rising — no short continuation | EMA not actively widening (bearish) | 15m higher high after OR (bearish structure broken) | 15m close not near low (85% > 30%)
2026-05-22,21:48:39,1,NCLH,short,Skip,AVOID,0,,POST_1300_RESTRICTED,16.31,,,,,16.7,16.32,16.38,16.33,16.37,0,4,False,SHORT — structural fail,"VWAP flat — no short continuation | 15m higher high after OR (bearish structure broken) | 15m Supertrend GREEN — Gate 3 fail (no short) | Gate 5: ORL too close to nearest support — skip | Liquidity trap: 4 conditions active (B3_vwap_flat_or_rising, B4_green_vol_dominates, B8_directly_above_support, B10_mature_breakdown)"
2026-05-22,21:48:39,1,AEO,short,Skip,AVOID,0,,POST_1300_RESTRICTED,16.52,,,,,16.65,16.36,16.54,16.58,16.59,0,2,False,SHORT — structural fail,VWAP rising — no short continuation | no ORL break — price still above ORL | 15m higher high after OR (bearish structure broken) | 15m Supertrend GREEN — Gate 3 fail (no short) | EMA chop
2026-05-22,21:48:39,1,HIMS,short,Skip,AVOID,0,,POST_1300_RESTRICTED,23.72,,,,,24.52,23.99,23.91,23.6,23.6,0,5,False,SHORT — structural fail,VWAP flat — no short continuation | EMA not actively widening (bearish) | 15m close not near low (89% > 30%) | EMA chop | two-tap bottom — wait for 2 full closes below zone
2026-05-22,21:48:39,1,RDW,long,Skip,AVOID,0,,POST_1300_RESTRICTED,17.47,,,,,17.19,15.7,17.26,17.46,17.48,0,4,False,LONG — structural fail,dead stock: volume decayed >60% | VWAP flat — no long continuation | 15m lower low after OR (bullish structure broken) | 15m close not near high (65% from top) | two-tap top — wait for 2 full closes above zone
2026-05-22,21:48:39,1,ZETA,long,Skip,AVOID,0,,POST_1300_RESTRICTED,18.81,,,,,18.87,18.17,18.63,18.69,18.69,0,1,False,LONG — structural fail,VWAP flat — no long continuation | no ORH break — price still below ORH | 15m lower low after OR (bullish structure broken) | VWAP chop (alternating sides) | 10:30+ strict mode (1/6 conditions fail): VWAP loss in last 3 bars
2026-05-22,21:48:39,1,ELAN,long,Skip,AVOID,0,,POST_1300_RESTRICTED,21.72,,,,,21.53,21.3,21.72,21.77,21.75,0,5,False,LONG — structural fail,price not above VWAP | VWAP flat — no long continuation | 15m lower low after OR (bullish structure broken) | 15m close not near high (20% from top) | EMA chop
2026-05-22,21:48:39,1,ZTO,long,Skip,AVOID,0,,POST_1300_RESTRICTED,23.01,,,,,22.83,22.09,22.85,22.96,22.94,0,2,False,LONG — structural fail,"VWAP flat — no long continuation | EMA chop | Gate 5: ORH too close to nearest resistance — skip | Fade risk: 2 conditions active (L3_vwap_flat_or_falling, L10_mature_breakout)"
2026-05-22,21:48:39,1,CORZ,long,Skip,AVOID,0,,POST_1300_RESTRICTED,25.27,,,,,25.11,24.55,25.17,25.23,25.25,0,4,False,LONG — structural fail,VWAP flat — no long continuation | 15m lower low after OR (bullish structure broken) | VWAP chop (alternating sides) | EMA chop | violent sell-off candle — sellers overwhelmed long thesis
2026-05-22,21:48:39,1,ZIM,long,Skip,AVOID,0,,POST_1300_RESTRICTED,25.23,,,,,25.18,25.05,25.16,25.17,25.16,0,4,False,LONG — structural fail,avg volume below floor | VWAP flat — no long continuation | 15m lower low after OR (bullish structure broken) | 15m Supertrend RED — Gate 3 fail (no long) | VWAP chop (alternating sides)
2026-05-22,21:48:39,1,USAR,long,Skip,AVOID,0,,POST_1300_RESTRICTED,25.28,,,,,26.65,24.6,25.8,25.35,25.48,0,5,False,LONG — structural fail,dead stock: volume decayed >60% | price not above VWAP | VWAP falling — no long continuation | no ORH break — price still below ORH | 15m lower low after OR (bullish structure broken)
2026-05-22,21:48:39,1,NVTS,long,Skip,AVOID,0,,POST_1300_RESTRICTED,29.26,,,,,26.51,24.41,28.1,29.11,29.08,0,3,False,LONG — structural fail,"dead stock: volume decayed >60% | 15m lower low after OR (bullish structure broken) | EMA chop | two-tap top — wait for 2 full closes above zone | Fade risk: 3 conditions active (L1_donchian_stall, L2_two_tap_top, L10_mature_breakout)"
2026-05-22,21:48:39,1,BITI,long,Skip,AVOID,0,,POST_1300_RESTRICTED,23.06,,,,,22.67,22.6,22.83,23.03,22.95,0,4,False,LONG — structural fail,VWAP flat — no long continuation | 15m lower low after OR (bullish structure broken) | 15m close not near high (31% from top) | 15m large upper wick — seller pressure | two-tap top — wait for 2 full closes above zone
2026-05-22,21:48:39,1,PBR,long,Skip,AVOID,0,,POST_1300_RESTRICTED,19.91,,,,,19.8,19.62,19.84,19.92,19.91,0,5,False,LONG — structural fail,VWAP flat — no long continuation | 15m lower low after OR (bullish structure broken) | 15m close not near high (55% from top) | 15m Supertrend RED — Gate 3 fail (no long) | EMA chop
